32618;2009; 1; 1; 0; 65; 8
32618;2009; 1; 1; 3; 70; 8
32618;2009; 1; 1; 6; 65; 6
32618;2009; 1; 1; 9; 80; 9
32618;2009; 1; 1;12; 70; 8
32618;2009; 1; 1;15; 75;10
32618;2009; 1; 1;18; 60;11
32618;2009; 1; 1;21; 70;13
32618;2009; 1; 2; 0; 60;15
32618;2009; 1; 2; 3; 65;14
32618;2009; 1; 2; 6; 60;12
32618;2009; 1; 2; 9; 60;12
32618;2009; 1; 2;12; 65;13
32618;2009; 1; 2;15; 60;12
32618;2009; 1; 2;18; 60;10
32618;2009; 1; 2;21; 45;10
32618;2009; 1; 3; 0; 70; 7
32618;2009; 1; 3; 3; 70; 9
32618;2009; 1; 3; 6; 60;10
32618;2009; 1; 3; 9; 60; 8
32618;2009; 1; 3;12; 60; 8
32618;2009; 1; 3;15; 50; 9
32618;2009; 1; 3;18; 60;11
32618;2009; 1; 3;21; 60;13
32618;2009; 1; 4; 0; 60;13
32618;2009; 1; 4; 3; 60;12
32618;2009; 1; 4; 6; 60;11
32618;2009; 1; 4; 9; 60;12
32618;2009; 1; 4;12; 65;12
32618;2009; 1; 4;15; 70;11
32618;2009; 1; 4;18; 70;13
32618;2009; 1; 4;21; 65;15
32618;2009; 1; 5; 0; 60;14
32618;2009; 1; 5; 3; 60;17
32618;2009; 1; 5; 6; 60;18
32618;2009; 1; 5; 9; 80;14
32618;2009; 1; 5;12; 70;15
32618;2009; 1; 5;15; 65;13
32618;2009; 1; 5;18; 60;12
32618;2009; 1; 5;21; 60;11
32618;2009; 1; 6; 0; 60;14
32618;2009; 1; 6; 3; 55; 9
32618;2009; 1; 6; 6; 60; 8
32618;2009; 1; 6; 9; 55;11
32618;2009; 1; 6;12; 50;10
32618;2009; 1; 6;15; 50;10
32618;2009; 1; 6;18; 50;10
32618;2009; 1; 6;21; 70; 9
32618;2009; 1; 7; 0; 60; 9
32618;2009; 1; 7; 3; 65;10
32618;2009; 1; 7; 6; 60; 8
32618;2009; 1; 7; 9; 50; 9
32618;2009; 1; 7;12; 40; 8
32618;2009; 1; 7;15; 40; 9
32618;2009; 1; 7;18; 50;10
32618;2009; 1; 7;21; 40; 8
32618;2009; 1; 8; 0; 40; 7
32618;2009; 1; 8; 3; 30; 8
32618;2009; 1; 8; 6; 40; 8
32618;2009; 1; 8; 9; 25; 8
32618;2009; 1; 8;12; 20; 8
32618;2009; 1; 8;15; 50; 7
32618;2009; 1; 8;18; 50; 6
32618;2009; 1; 8;21; 45; 6
32618;2009; 1; 9; 0;360; 7
32618;2009; 1; 9; 3; 45; 5
32618;2009; 1; 9; 6; 40; 8
32618;2009; 1; 9; 9; 40; 7
32618;2009; 1; 9;12; 20; 9
32618;2009; 1; 9;15; 30; 8
32618;2009; 1; 9;18; 15;10
32618;2009; 1; 9;21; 50; 4
32618;2009; 1;10; 0; 25; 8
32618;2009; 1;10; 3;360; 6
32618;2009; 1;10; 6;360; 5
32618;2009; 1;10; 9; 25; 3
32618;2009; 1;10;12; 15; 5
32618;2009; 1;10;15; 35; 4
32618;2009; 1;10;18; 70; 1
32618;2009; 1;10;21;345; 1
32618;2009; 1;11; 0; 20; 2
32618;2009; 1;11; 3; 20; 5
32618;2009; 1;11; 6; 70; 1
32618;2009; 1;11; 9; 10; 1
32618;2009; 1;11;12; 10; 1
32618;2009; 1;11;15; 60; 3
32618;2009; 1;11;18; 70; 3
32618;2009; 1;11;21;350; 4
32618;2009; 1;12; 0;360; 5
32618;2009; 1;12; 3; 60; 5
32618;2009; 1;12; 6; 70; 3
32618;2009; 1;12; 9; 65; 3
32618;2009; 1;12;12; 65; 3
32618;2009; 1;12;15; 60; 3
32618;2009; 1;12;18; 65; 2
32618;2009; 1;12;21; 65; 2
32618;2009; 1;13; 0; 35; 5
32618;2009; 1;13; 3; 30; 5
32618;2009; 1;13; 6; 50; 3
32618;2009; 1;13; 9;350; 3
32618;2009; 1;13;12; 70; 3
32618;2009; 1;13;15; 25; 3
32618;2009; 1;13;18; 45; 4
32618;2009; 1;13;21;360; 7
32618;2009; 1;14; 0; 15; 6
32618;2009; 1;14; 3;350; 6
32618;2009; 1;14; 6; 10; 6
32618;2009; 1;14; 9; 20; 6
32618;2009; 1;14;12;350; 8
32618;2009; 1;14;15;340;10
32618;2009; 1;14;18;340; 9
32618;2009; 1;14;21;345;10
32618;2009; 1;15; 0;350; 8
32618;2009; 1;15; 3;350; 7
32618;2009; 1;15; 6;350; 5
32618;2009; 1;15; 9;280; 4
32618;2009; 1;15;12;235; 7
32618;2009; 1;15;15;265; 8
32618;2009; 1;15;18;270; 6
32618;2009; 1;15;21;280; 4
32618;2009; 1;16; 0;260; 4
32618;2009; 1;16; 3;340; 7
32618;2009; 1;16; 6;340; 6
32618;2009; 1;16; 9; 35; 4
32618;2009; 1;16;12; 60; 2
32618;2009; 1;16;15; 60; 1
32618;2009; 1;16;18; 40; 1
32618;2009; 1;16;21; 60; 1
32618;2009; 1;17; 0; 50; 1
32618;2009; 1;17; 3;360; 4
32618;2009; 1;17; 6; 40; 5
32618;2009; 1;17; 9; 10;11
32618;2009; 1;17;12;  5; 9
32618;2009; 1;17;15;355; 9
32618;2009; 1;17;18;360; 8
32618;2009; 1;17;21;360; 9
32618;2009; 1;18; 0;350; 8
32618;2009; 1;18; 3;  5; 8
32618;2009; 1;18; 6;355; 8
32618;2009; 1;18; 9;355; 7
32618;2009; 1;18;12;  5; 7
32618;2009; 1;18;15; 10; 8
32618;2009; 1;18;18;360; 8
32618;2009; 1;18;21;  5; 8
32618;2009; 1;19; 0;350; 9
32618;2009; 1;19; 3;345; 9
32618;2009; 1;19; 6;345; 9
32618;2009; 1;19; 9;340; 8
32618;2009; 1;19;12;320;10
32618;2009; 1;19;15; 85; 4
32618;2009; 1;19;18; 65; 4
32618;2009; 1;19;21; 90; 4
32618;2009; 1;20; 0; 80; 2
32618;2009; 1;20; 3; 60; 1
32618;2009; 1;20; 6; 50; 1
32618;2009; 1;20; 9; 65; 3
32618;2009; 1;20;12; 65; 3
32618;2009; 1;20;15; 70; 3
32618;2009; 1;20;18; 70; 2
32618;2009; 1;20;21;140; 1
32618;2009; 1;21; 0;140; 2
32618;2009; 1;21; 3; 50; 3
32618;2009; 1;21; 6;110; 1
32618;2009; 1;21; 9; 10; 1
32618;2009; 1;21;12;290; 9
32618;2009; 1;21;15;320; 9
32618;2009; 1;21;18;335; 8
32618;2009; 1;21;21;330; 8
32618;2009; 1;22; 0;350; 6
32618;2009; 1;22; 3;315; 7
32618;2009; 1;22; 6;320; 6
32618;2009; 1;22; 9; 60; 2
32618;2009; 1;22;12; 45; 1
32618;2009; 1;22;15; 65; 2
32618;2009; 1;22;18; 70; 2
32618;2009; 1;22;21; 70; 1
32618;2009; 1;23; 0; 20; 2
32618;2009; 1;23; 3;320; 9
32618;2009; 1;23; 6;350; 9
32618;2009; 1;23; 9;330; 9
32618;2009; 1;23;12;340;10
